,CUIs,concepts,tw_phrases
12159,C0019360,Herpes zoster disease,Herpes zoster disease
12160,C0033036,Atrial Premature Complexes,Atrial Premature Complexes
12161,C0019364,Herpes Zoster Ophthalmicus,Herpes Zoster Ophthalmicus
12162,C0015397,Disorder of eye,Disorder of eye
12163,C0033038,Premature Ejaculation,Premature Ejaculation
12164,C0041948,Uremia,Uremia
12165,C0015393,Eye Abnormalities,Eye Abnormalities
12166,C0011263,Multi-infarct dementia,Multi-infarct dementia
12167,C0877046,Tooth infection,Tooth infection
12168,C0015663,Fasting,Fasting
12169,C0267797,Hepatitis acute,Hepatitis acute
12170,C0014534,Epididymitis,Epididymitis
12171,C0853619,Local swelling,Local swelling
12172,C0033581,Prostatitis,Prostatitis
12173,C1960870,Transformed migraine,Transformed migraine
12174,C0015806,Femoral Neck Fractures,Femoral Neck Fractures
12175,C1263846,Attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder
12176,C0239454,Erythema of eyelid,Erythema of eyelid
12177,C0035305,Retinal Detachment,Retinal Detachment
12178,C0549346,Ischial neuralgia,Ischial neuralgia
12179,C0022904,Lacrimal Apparatus Diseases,Lacrimal Apparatus Diseases
12180,C0022906,Lacrimal Duct Obstruction,Lacrimal Duct Obstruction
12181,C0237938,Gastrointestinal ulcer,Gastrointestinal ulcer
12182,C1971624,Loss of appetite (finding),Loss of appetite (finding)
12183,C0877014,Sympathomimetic Effect,Sympathomimetic Effect
12184,C0042063,Urogenital Abnormalities,Urogenital Abnormalities
12185,C0025274,Menarche,Menarche
12186,C0152227,Excessive tearing,Excessive tearing
12187,C0221727,Pain in esophagus (finding),Pain in esophagus (finding)
12188,C0008311,Cholangitis,Cholangitis
12189,C0028960,Oligospermia,Oligospermia
12190,C0028961,Oliguria,Oliguria
12191,C0003910,Articulation Disorders,Articulation Disorders
12192,C0156543,Unspecified Abortion,Unspecified Abortion
12193,C0013395,Dyspepsia,Dyspepsia
12194,C0013390,Dysmenorrhea,Dysmenorrhea
12195,C3665346,Unspecified visual loss,Unspecified visual loss
12196,C0949083,Nosocomial pneumonia,Nosocomial pneumonia
12197,C0236068,Swollen tongue,Swollen tongue
12198,C0947858,Anaphylactic responses,Anaphylactic responses
12199,C0836924,Thrombocytosis,Thrombocytosis
12200,C0032617,Polyuria,Polyuria
12201,C0018818,Ventricular Septal Defects,Ventricular Septal Defects
12202,C1959622,Vein engorged (finding),Vein engorged (finding)
12203,C0948594,Musculoskeletal discomfort,Musculoskeletal discomfort
12204,C0948595,Ocular discomfort,Ocular discomfort
12205,C0018944,Hematoma,Hematoma
12206,C0018946,"Hematoma, Subdural","Hematoma, Subdural"
12207,C0040137,Thyroid Nodule,Thyroid Nodule
12208,C0027707,"Nephritis, Interstitial","Nephritis, Interstitial"
12209,C0028768,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder
12210,C0856171,Coronary artery disease aggravated,Coronary artery disease aggravated
12211,C0948441,Venoocclusive disease,Venoocclusive disease
12212,C0948447,Chromosomal mutation,Chromosomal mutation
12213,C0410158,Muscle damage,Muscle damage
12214,C0024138,"Lupus Erythematosus, Discoid","Lupus Erythematosus, Discoid"
12215,C0519030,Pneumonia due to Klebsiella pneumoniae,Pneumonia due to Klebsiella pneumoniae
12216,C0013404,Dyspnea,Dyspnea
12217,C0151313,Sensory neuropathy,Sensory neuropathy
12218,C0151315,Neck stiffness,Neck stiffness
12219,C1096668,Instillation site irritation,Instillation site irritation
12220,C0031085,Periodontal Abscess,Periodontal Abscess
12221,C0026265,Diseases of mitral valve,Diseases of mitral valve
12222,C0016658,Fracture,Fracture
12223,C0600104,Obsessive compulsive behavior,Obsessive compulsive behavior
12224,C0232841,Bladder dysfunction,Bladder dysfunction
12225,C0036916,Sexually Transmitted Diseases,Sexually Transmitted Diseases
12226,C0270327,Bedwetting,Bedwetting
12227,C0023051,Laryngeal Diseases,Laryngeal Diseases
12228,C0018834,Heartburn,Heartburn
12229,C0023052,Laryngeal Edema,Laryngeal Edema
12230,C0241157,Pustule,Pustule
12231,C0476414,Thyroid function test abnormal,Thyroid function test abnormal
12232,C0151798,Hepatic necrosis,Hepatic necrosis
12233,C0151799,Skin necrosis,Skin necrosis
12234,C2939186,Disturbance in mood,Disturbance in mood
12235,C0034902,Pure Red-Cell Aplasia,Pure Red-Cell Aplasia
12236,C0235267,Redness of eye,Redness of eye
12237,C0235266,Eye irritation,Eye irritation
12238,C0700590,Increased sweating,Increased sweating
12239,C0206277,Fatal Outcome,Fatal Outcome
12240,C0344315,Depressed mood,Depressed mood
12241,C0242339,Dyslipidemias,Dyslipidemias
12242,C0206504,Tympanic Membrane Perforation,Tympanic Membrane Perforation
12243,C0016479,Food Poisoning,Food Poisoning
12244,C0020433,Hyperbilirubinemia,Hyperbilirubinemia
12245,C0020437,Hypercalcemia,Hypercalcemia
12246,C3665386,Abnormal vision,Abnormal vision
12247,C0020438,Hypercalciuria,Hypercalciuria
12248,C0017412,"Genital Diseases, Male","Genital Diseases, Male"
12249,C0017411,Female Genital Diseases,Female Genital Diseases
12250,C0234022,Anorgasmia,Anorgasmia
12251,C0003175,Anthrax disease,Anthrax disease
12252,C0041667,Underweight,Underweight
12253,C0026975,Myelitis,Myelitis
12254,C0392525,Nephrolithiasis,Nephrolithiasis
12255,C0678222,Breast Carcinoma,Breast Carcinoma
12256,C0030846,Penile Diseases,Penile Diseases
12257,C0235002,Head discomfort,Head discomfort
12258,C0240557,Nasal irritation,Nasal irritation
12259,C0035522,Rib Fractures,Rib Fractures
12260,C2364111,Actual Inability To Taste,Actual Inability To Taste
12261,C1167709,Epidermal necrosis,Epidermal necrosis
12262,C0521845,Drug effect decreased,Drug effect decreased
12263,C0341164,Bleeding gastric ulcer,Bleeding gastric ulcer
12264,C0085762,Alcohol abuse,Alcohol abuse
12265,C0155365,Vitreous disorder,Vitreous disorder
12266,C0521161,Vasculitic rash,Vasculitic rash
12267,C0020505,Hyperphagia,Hyperphagia
12268,C0040434,Tooth Discoloration,Tooth Discoloration
12269,C0040435,Tooth Diseases,Tooth Diseases
12270,C0040436,Tooth Erosion,Tooth Erosion
12271,C0270458,Psychotic depression,Psychotic depression
12272,C0039070,Syncope,Syncope
12273,C0271454,Chronic suppurative otitis media,Chronic suppurative otitis media
12274,C0424296,Social disinhibition,Social disinhibition
12275,C0427160,Parkinsonian gait,Parkinsonian gait
12276,C0033893,Tension Headache,Tension Headache
12277,C0270922,Demyelinating polyneuropathy,Demyelinating polyneuropathy
12278,C0265122,Disorder of pericardium,Disorder of pericardium
12279,C0234518,Slurred speech,Slurred speech
12280,C0007078,Carbuncle,Carbuncle
12281,C0036508,Seborrheic dermatitis,Seborrheic dermatitis
12282,C0034013,Precocious Puberty,Precocious Puberty
12283,C0149778,Soft Tissue Infections,Soft Tissue Infections
12284,C0349217,"Depressive episode, unspecified","Depressive episode, unspecified"
12285,C0277585,Drug intolerance,Drug intolerance
12286,C0007859,Neck Pain,Neck Pain
12287,C0595916,Nephropathy toxic,Nephropathy toxic
12288,C3203646,Bilirubin total decreased,Bilirubin total decreased
12289,C0015644,Muscular fasciculation,Muscular fasciculation
12290,C0020615,Hypoglycemia,Hypoglycemia
12291,C0154301,Secondary thrombocytopenia,Secondary thrombocytopenia
12292,C0241442,Protrusion tongue,Protrusion tongue
12293,C0042267,Vaginitis,Vaginitis
12294,C0233558,Temper tantrum,Temper tantrum
12295,C1321898,Blood in stool,Blood in stool
12296,C0239739,Tenderness of gums,Tenderness of gums
12297,C0424230,Motor retardation,Motor retardation
12298,C0542313,Sleep Talking,Sleep Talking
12299,C0019572,Hirsutism,Hirsutism
12300,C0338614,Psychotic episode,Psychotic episode
12301,C0155789,Bleeding esophageal varices,Bleeding esophageal varices
12302,C0079043,Bronchoconstriction,Bronchoconstriction
12303,C0017181,Gastrointestinal Hemorrhage,Gastrointestinal Hemorrhage
12304,C0042384,Vasculitis,Vasculitis
12305,C0015230,Exanthema,Exanthema
12306,C0005778,Blood coagulation,Blood coagulation
12307,C0005779,Blood Coagulation Disorders,Blood Coagulation Disorders
12308,C0037274,Dermatologic disorders,Dermatologic disorders
12309,C0403723,Candiduria,Candiduria
12310,C0038045,Sprain,Sprain
12311,C0151713,Hyperchlorhydria,Hyperchlorhydria
12312,C0021368,Inflammation,Inflammation
12313,C0021364,Male infertility,Male infertility
12314,C0037278,"Skin Diseases, Infectious","Skin Diseases, Infectious"
12315,C0152030,Skin irritation,Skin irritation
12316,C0152031,Joint swelling,Joint swelling
12317,C0152032,Urinary hesitation,Urinary hesitation
12318,C0025061,Mediastinal Diseases,Mediastinal Diseases
12319,C0024517,"Major depressive disorder, single episode","Major depressive disorder, single episode"
12320,C2607947,Unilateral deafness,Unilateral deafness
12321,C0553668,Labored breathing,Labored breathing
12322,C0241934,Hypomania,Hypomania
12323,C0042485,Venous Insufficiency,Venous Insufficiency
12324,C0043387,Yawning,Yawning
12325,C0277925,Peripheral coldness,Peripheral coldness
12326,C0549356,Inflicted injury,Inflicted injury
12327,C0018621,Hay fever,Hay fever
12328,C0858259,Nasal discomfort,Nasal discomfort
12329,C0410740,Acquired deformity of finger,Acquired deformity of finger
12330,C0043012,Wakefulness,Wakefulness
12331,C0033117,Priapism,Priapism
12332,C0376356,Premenstrual Tension,Premenstrual Tension
12333,C0376358,Malignant neoplasm of prostate,Malignant neoplasm of prostate
12334,C0435001,Ligament injury,Ligament injury
12335,C0877009,Muscle fibrosis,Muscle fibrosis
12336,C0013362,Dysarthria,Dysarthria
12337,C0014743,Erythema Nodosum,Erythema Nodosum
12338,C0014742,Erythema Multiforme,Erythema Multiforme
12339,C0263978,Soft tissue disorder,Soft tissue disorder
12340,C0013369,Dysentery,Dysentery
12341,C0022281,Itching of eye,Itching of eye
12342,C0235222,Diastolic hypertension,Diastolic hypertension
12343,C0027424,Nasal congestion (finding),Nasal congestion (finding)
12344,C0033687,Proteinuria,Proteinuria
12345,C0232286,Precordial pain,Precordial pain
12346,C0220870,Lightheadedness,Lightheadedness
12347,C0948002,Crystal urine present,Crystal urine present
12348,C0236071,Throat tightness,Throat tightness
12349,C0026113,Miliaria,Miliaria
12350,C0236075,Menopausal symptoms,Menopausal symptoms
12351,C0001430,Adenoma,Adenoma
12352,C0852909,Blood bicarbonate decreased,Blood bicarbonate decreased
12353,C0156312,Testicular atrophy,Testicular atrophy
12354,C0018021,Goiter,Goiter
12355,C0852733,Completed Suicide,Completed Suicide
12356,C0028778,Obstruction,Obstruction
12357,C0232910,Teratogenesis,Teratogenesis
12358,C1384666,Hearing impairment,Hearing impairment
12359,C1579838,Sore mouth,Sore mouth
12360,C0920108,Fasting blood glucose increased,Fasting blood glucose increased
12361,C0033975,Psychotic Disorders,Psychotic Disorders
12362,C1536075,Sudden unexplained death in epilepsy,Sudden unexplained death in epilepsy
12363,C0026603,Motion Sickness,Motion Sickness
12364,C0232602,Retching,Retching
12365,C0085576,Iron-Refractory Iron Deficiency Anemia,Iron-Refractory Iron Deficiency Anemia
12366,C0085577,Normocytic anemia,Normocytic anemia
12367,C0231807,Dyspnea on exertion,Dyspnea on exertion
12368,C0016663,Pathological fracture,Pathological fracture
12369,C0085570,Hypokalemic alkalosis,Hypokalemic alkalosis
12370,C0012569,Diplopia,Diplopia
12371,C0740411,Delayed gastric emptying,Delayed gastric emptying
12372,C0556446,Drug craving,Drug craving
12373,C0039240,Supraventricular tachycardia,Supraventricular tachycardia
12374,C0018843,Heat Stroke,Heat Stroke
12375,C0013182,Drug Allergy,Drug Allergy
12376,C0851362,General disorders and administration site conditions,General disorders and administration site conditions
12377,C0553713,BREAST PAIN FEMALE,BREAST PAIN FEMALE
12378,C0034933,"Reflex, Abnormal","Reflex, Abnormal"
12379,C0009676,Confusion,Confusion
12380,C0038534,Subconjunctival hemorrhage,Subconjunctival hemorrhage
12381,C0240417,Muscle mass,Muscle mass
12382,C0151786,Muscle Weakness,Muscle Weakness
12383,C0456909,Blind Vision,Blind Vision
12384,C0031099,Periodontitis,Periodontitis
12385,C0038160,Staphylococcal Infections,Staphylococcal Infections
12386,C0027404,Narcolepsy,Narcolepsy
12387,C0016867,Furunculosis,Furunculosis
12388,C0235259,Cataract subcapsular,Cataract subcapsular
12389,C0035220,"Respiratory Distress Syndrome, Newborn","Respiratory Distress Syndrome, Newborn"
12390,C0035222,"Respiratory Distress Syndrome, Adult","Respiratory Distress Syndrome, Adult"
12391,C0006625,Cachexia,Cachexia
12392,C0242301,Furuncle,Furuncle
12393,C0035229,Respiratory Insufficiency,Respiratory Insufficiency
12394,C0750394,White blood cell count decreased,White blood cell count decreased
12395,C1963951,Acute overdose,Acute overdose
12396,C0027343,"Nails, Ingrown","Nails, Ingrown"
12397,C0574067,Cough increased,Cough increased
12398,C0000768,Congenital Abnormality,Congenital Abnormality
12399,C0020429,Hyperalgesia,Hyperalgesia
12400,C0278045,Urine odour abnormal,Urine odour abnormal
12401,C0041671,Attention Deficit Disorder,Attention Deficit Disorder
12402,C0018808,Heart murmur,Heart murmur
12403,C0015732,Fecal Incontinence,Fecal Incontinence
12404,C0235032,Neurotoxicity Syndromes,Neurotoxicity Syndromes
12405,C0543698,Hypersensitive syndrome,Hypersensitive syndrome
12406,C0023380,Lethargy,Lethargy
12407,C0006444,Bursitis,Bursitis
12408,C0011581,Depressive disorder,Depressive disorder
12409,C0010520,Cyanosis,Cyanosis
12410,C0232493,Epigastric pain,Epigastric pain
12411,C0344232,Blurred vision,Blurred vision
12412,C1096340,Dysphemia,Dysphemia
12413,C1096343,Infusion site reaction,Infusion site reaction
12414,C0020514,Hyperprolactinemia,Hyperprolactinemia
12415,C0020517,Hypersensitivity,Hypersensitivity
12416,C0242785,Food-Drug Interactions,Food-Drug Interactions
12417,C1262141,Poor quality sleep,Poor quality sleep
12418,C0858814,Hepatitis symptom,Hepatitis symptom
12419,C0040427,Tooth Abnormalities,Tooth Abnormalities
12420,C0040425,Tonsillitis,Tonsillitis
12421,C0233415,Distractibility,Distractibility
12422,C0497247,Increase in blood pressure,Increase in blood pressure
12423,C0030583,Parotitis,Parotitis
12424,C0149904,Hepatitis cholestatic,Hepatitis cholestatic
12425,C1619733,Gout flare,Gout flare
12426,C0085688,Breast engorgement,Breast engorgement
12427,C0085684,Footdrop,Footdrop
12428,C0023066,Laryngismus,Laryngismus
12429,C0085680,Hypochloremia (disorder),Hypochloremia (disorder)
12430,C0085681,Hyperphosphatemia (disorder),Hyperphosphatemia (disorder)
12431,C0085682,Hypophosphatemia,Hypophosphatemia
12432,C0018995,Hemochromatosis,Hemochromatosis
12433,C0423273,Scleral thinning,Scleral thinning
12434,C0546959,Atrial tachycardia,Atrial tachycardia
12435,C0546956,Trachyonychia,Trachyonychia
12436,C0007867,Cervix Diseases,Cervix Diseases
12437,C0006849,Oral candidiasis,Oral candidiasis
12438,C0034067,Pulmonary Emphysema,Pulmonary Emphysema
12439,C0007860,Uterine Cervicitis,Uterine Cervicitis
12440,C0034063,Pulmonary Edema,Pulmonary Edema
12441,C0006840,Candidiasis,Candidiasis
12442,C0034068,Pulmonary Eosinophilia,Pulmonary Eosinophilia
12443,C0034069,Pulmonary Fibrosis,Pulmonary Fibrosis
12444,C0149741,Nipple discharge,Nipple discharge
12445,C0455769,Energy increased,Energy increased
12446,C0422980,Oscillopsia,Oscillopsia
12447,C0278061,Abnormal mental state,Abnormal mental state
12448,C0020604,Hypochondriasis,Hypochondriasis
12449,C0235592,Lymphadenopathy cervical,Lymphadenopathy cervical
12450,C0554976,Bradyphrenia,Bradyphrenia
12451,C0030920,Peptic Ulcer,Peptic Ulcer
12452,C0233565,Bradykinesia,Bradykinesia
12453,C0242151,Violent,Violent
12454,C0851664,Bullous conditions,Bullous conditions
12455,C0006905,Capillary Fragility,Capillary Fragility
12456,C0235818,Bullous eruption,Bullous eruption
12457,C0004161,Athletic Injuries,Athletic Injuries
12458,C0010674,Cystic Fibrosis,Cystic Fibrosis
12459,C0595877,Blood glucose increased,Blood glucose increased
12460,C0575081,Gait abnormality,Gait abnormality
12461,C0021177,Increased Libido,Increased Libido
12462,C0267792,Hepatobiliary disease,Hepatobiliary disease
12463,C0024299,Lymphoma,Lymphoma
12464,C0020903,Illusions,Illusions
12465,C0155428,Otosalpingitis,Otosalpingitis
12466,C0596170,Binge eating disorder,Binge eating disorder
12467,C0001883,Airway Obstruction,Airway Obstruction
12468,C0021390,Inflammatory Bowel Diseases,Inflammatory Bowel Diseases
12469,C0039503,Tendinitis,Tendinitis
12470,C0278488,Carcinoma breast stage IV,Carcinoma breast stage IV
12471,C0161479,Nerve injury,Nerve injury
12472,C0019147,Hepatic Coma,Hepatic Coma
12473,C0152027,Sensory Disorders,Sensory Disorders
12474,C0425669,Abdominal aortic bruit,Abdominal aortic bruit
12475,C0152025,Polyneuropathy,Polyneuropathy
12476,C0085616,Vasospasm,Vasospasm
12477,C0152029,Sinus congestion,Sinus congestion
12478,C3263723,Traumatic injury,Traumatic injury
12479,C0857576,Thyroid function abnormal,Thyroid function abnormal
12480,C0002994,Angioedema,Angioedema
